Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Altitude (meters),Vertical accuracy (degrees),Horizontal accuracy (degrees),Course (degrees),Difcourse: course variation (degrees),Boolean of system activated (1 if >50km/h),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in X filtered by KF (Gs),Acceleration in Y filtered by KF (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),X: car position relative to lane center (meters),Phi: car angle relative to lane curvature (degrees),W: road width (meters),"State of the lane det. algorithm [-1=calibrating, 0=initializing, 1=undetected, 2=detected/running]",Distance to ahead vehicle in current lane (meters) [value -1 means no car is detected in front],Time of impact to ahead vehicle (seconds) [distance related to own speed],Number of detected vehicles in this frame (traffic),GPS speed (km/h) [same as in RAW GPS],Maximum allowed speed of current road (km/h),"Reliability of obtained maxspeed (0=unknown, 1=reliable, 2=used previously obtained maxspeed,3=estimated by type of road)","Type of road (1, trunk, secondary...)",Number of lanes in current road,"Estimated current lane (1=right lane, 2=first left lane, 3=second left lane, etc) [experimental]",GPS Latitude used to query OSM (degrees),GPS Longitude used to query OSM (degrees),OSM delay to answer query (seconds),GPS speed (km/h) [same as in RAW GPS]],Behavior
583.32,112.3,40.467731,-3.440475,589.7,3,5,78.7,1.127,1,0.05,0.064,-0.021,0.064,0.056,-0.013,-1.628,0.017,2.985,-0.273,-0.046,3.559,2,18.73,0.6,2,112.3,120,1,1,3,2,40.46767,-3.440843,1.281,115,1
584.33,115,40.467796,-3.440115,589.9,3,5,77.4,1.282,1,0.041,0.035,-0.03,0.05,0.023,-0.023,-1.624,0.027,2.983,-0.394,0.003,3.386,2,19.53,0.61,2,115,120,1,1,3,2,40.46767,-3.440843,1.281,115,1
585.31,117,40.467861,-3.439728,589.9,3,5,94.4,17.03,1,0,0.022,-0.027,0.003,0.024,-0.047,-1.594,0.033,2.984,-0.475,-0.003,3.448,2,19.09,0.59,2,117,120,1,1,3,2,40.467796,-3.440114,1.68,116.7,1
586.31,116.7,40.467861,-3.439353,591,3,5,81.4,12.982,1,0.099,0.043,-0.016,0.045,0.02,-0.026,-1.582,0.019,2.97,-0.374,-0.01,3.524,2,18.78,0.58,1,116.7,120,1,1,3,2,40.467796,-3.440114,1.68,116.7,1
587.3,118.1,40.467995,-3.438982,591.6,3,5,77,17.407,1,-0.034,-0.018,0.054,0.001,-0.002,0.039,-1.58,0.017,2.96,-0.495,0.009,3.496,2,19.53,0.6,1,118.1,120,1,1,3,2,40.467861,-3.439352,0.937,118.1,1
588.31,119,40.468063,-3.438603,590.3,3,5,77.3,4.073,1,0.07,0.012,0.04,0.041,0.017,0.021,-1.604,0.006,2.952,-0.343,0.004,3.357,2,19.53,0.59,1,119,120,1,1,3,2,40.467995,-3.438982,0.944,119,1
589.32,120.9,40.468128,-3.438209,594.1,3,5,77.3,0.352,1,0.009,0.007,-0.014,-0.013,0.009,-0.017,-1.603,-0.002,2.94,-0.222,0.013,3.471,2,19.07,0.57,1,120.9,120,1,1,3,2,40.468063,-3.438602,1.048,120.9,1
590.32,122.8,40.468197,-3.437812,590.7,3,5,77.3,0,1,0.066,-0.016,-0.037,-0.009,-0.017,-0.025,-1.598,0.012,2.933,0.02,0.029,3.315,2,17.9,0.52,1,122.8,120,1,1,3,2,40.468197,-3.437812,0.881,124.1,1
591.32,124.1,40.468269,-3.437416,592.7,3,5,77.3,0,1,0.012,0.02,-0.048,-0.005,0.001,-0.066,-1.55,0.016,2.926,0.182,0.014,3.566,2,16.54,0.48,1,124.1,120,1,1,3,2,40.468197,-3.437812,0.881,124.1,1
592.3,123.8,40.468338,-3.437025,592.7,3,5,77.3,0,1,-0.016,-0.024,-0.049,-0.046,-0.015,-0.034,-1.507,0.028,2.921,0.354,-0.021,3.597,2,15.55,0.45,1,123.8,120,1,1,3,2,40.468269,-3.437415,1.03,123.8,1
593.31,122.2,40.468407,-3.436638,595.2,3,5,77,0.352,1,0.025,0.022,0.001,0.03,0.019,0,-1.5,0.023,2.911,0.263,-0.025,3.422,2,14.19,0.42,1,122.2,120,1,1,3,2,40.468269,-3.437415,1.03,123.8,1
594.32,120.1,40.468475,-3.43625,594.4,3,5,77,0.352,1,0.007,0.01,0.008,-0.049,0.01,-0.02,-1.493,0.015,2.898,0.162,-0.047,3.72,2,13.13,0.39,1,120.1,120,1,1,3,2,40.468407,-3.436637,1.37,118,1
595.33,118,40.46854,-3.435875,593.3,3,5,77,0,1,0.116,-0.035,0.011,0.051,-0.023,-0.009,-1.491,0,2.884,0.01,0.003,3.475,1,11.26,0.34,3,118,120,1,1,3,2,40.468407,-3.436637,1.37,118,1
596.32,116.1,40.468605,-3.435507,593.5,3,5,77.7,0.703,1,-0.124,0,-0.025,-0.02,0.01,-0.017,-1.469,0.004,2.872,0.01,0.063,3.451,2,10.88,0.34,3,116.1,120,1,1,3,2,40.46854,-3.435874,1.416,112.8,1
597.39,112.8,40.468658,-3.435145,592.5,3,5,78.4,1.406,1,0.04,0.005,0.098,0.019,0.001,0.066,-1.478,0.006,2.86,0,0.038,3.517,2,12.25,0.39,3,112.8,120,1,1,3,2,40.46854,-3.435874,1.416,112.8,1
598.31,112,40.468723,-3.434786,593.5,3,5,78,0.352,1,-0.008,-0.015,-0.027,0,0.004,0.013,-1.518,0.003,2.849,-0.101,0.027,3.458,2,12.64,0.41,3,112,120,1,1,3,2,40.468658,-3.435144,1.568,112.2,1
599.31,112.2,40.468773,-3.434418,593.3,3,5,78.8,0.703,1,0.038,-0.017,-0.008,0.047,-0.016,0,-1.526,0.015,2.845,0.01,0.014,3.445,2,14.08,0.45,2,112.2,120,1,1,3,2,40.468658,-3.435144,1.568,112.2,1
600.36,112.2,40.468834,-3.434055,592.7,3,5,78.8,0.703,1,-0.017,0,0.059,-0.029,-0.02,0.044,-1.534,0.016,2.839,-0.152,-0.01,3.596,2,15.97,0.51,2,112.2,120,1,1,3,2,40.468773,-3.434418,1.514,113,1
601.31,113,40.468891,-3.433689,592.1,3,5,78.8,0,1,0.012,0.019,0.049,-0.039,-0.003,0.049,-1.563,0.013,2.839,0.01,0.009,3.306,2,18.69,0.6,2,113,120,1,1,3,2,40.468773,-3.434418,1.514,113,1
602.31,115.9,40.468948,-3.433322,591.7,3,5,78.8,0,1,-0.003,-0.023,0.001,0.02,-0.021,-0.001,-1.585,0.018,2.837,0.01,-0.023,3.452,2,19.67,0.61,2,115.9,120,1,1,3,2,40.468891,-3.433689,1.15,115.9,1
603.3,118.4,40.469002,-3.432939,591.1,3,5,78.4,0.352,1,-0.046,0.019,-0.073,-0.036,0.012,-0.048,-1.572,0.013,2.836,0.091,-0.009,3.458,1,21.55,0.66,2,118.4,120,1,1,3,2,40.468891,-3.433689,1.15,115.9,1
604.31,119.2,40.469059,-3.432561,591.3,3,5,78,0.703,1,-0.043,-0.002,-0.012,-0.031,-0.006,-0.025,-1.548,-0.004,2.835,-0.03,-0.07,3.592,1,23.44,0.71,2,119.2,120,1,1,3,2,40.469002,-3.432939,1.405,119.1,1
605.32,119.1,40.469124,-3.432181,590.4,3,5,78,0.352,1,-0.011,-0.019,0.009,-0.036,-0.02,0.01,-1.548,-0.017,2.837,-0.192,-0.083,3.477,1,23.09,0.7,2,119.1,120,1,1,3,2,40.469002,-3.432939,1.405,119.1,1
606.31,120.5,40.469185,-3.431793,590.3,3,5,78,0,1,-0.026,-0.036,0.017,-0.036,-0.043,0.02,-1.583,0.004,2.852,-0.182,-0.005,3.472,1,23.01,0.69,2,120.5,120,1,1,3,2,40.469124,-3.43218,1.098,120.5,1
607.32,122.8,40.469257,-3.4314,589.3,3,5,77,1.055,1,0.016,-0.003,-0.006,-0.007,-0.014,0.007,-1.605,0.03,2.874,-0.152,-0.007,3.427,1,23.48,0.69,2,122.8,120,1,1,3,2,40.469124,-3.43218,1.098,120.5,1
608.32,125.7,40.469326,-3.431006,589.7,3,5,75.6,2.461,1,-0.027,0.017,0.005,0,0.024,0.006,-1.608,0.025,2.883,-0.222,-0.005,3.477,2,24.36,0.7,2,125.7,120,1,1,3,2,40.469257,-3.431399,1.654,127.6,1
609.32,127.6,40.46941,-3.43061,589.8,4,5,74.5,2.461,1,0.028,0.005,-0.028,0.019,0.009,-0.018,-1.605,0.024,2.893,-0.222,0.027,3.479,2,25.86,0.73,2,127.6,120,1,1,3,2,40.469257,-3.431399,1.654,127.6,1
610.34,130.9,40.469494,-3.430201,588,3,5,74.5,1.055,1,0.006,0.035,-0.019,0.033,-0.003,-0.012,-1.605,0.058,2.917,0.051,0.035,3.345,2,25.27,0.69,2,130.9,120,1,1,3,2,40.46941,-3.43061,1.402,132.8,1
611.31,132.8,40.469589,-3.429785,588.4,3,5,73.1,1.406,1,-0.021,0.046,-0.021,-0.004,0.029,-0.018,-1.592,0.061,2.93,0.111,0.029,3.428,2,27.09,0.73,2,132.8,120,1,1,3,2,40.46941,-3.43061,1.402,132.8,1
612.32,134.6,40.469692,-3.429368,588.3,3,5,72.1,2.461,1,-0.031,0.031,-0.067,0.008,0.033,-0.06,-1.569,0.062,2.936,0.111,-0.012,3.542,2,27.15,0.73,2,134.6,120,1,1,3,2,40.469589,-3.429784,1.536,134.5,1
613.34,134.5,40.469795,-3.428949,588,4,5,71.7,1.406,1,0.013,0.027,-0.014,-0.001,0.036,-0.012,-1.542,0.049,2.933,0,-0.096,3.414,2,27.68,0.74,2,134.5,120,1,1,3,2,40.469589,-3.429784,1.536,134.5,1
614.37,134.2,40.469902,-3.42853,586.1,3,5,71,1.055,1,0.024,-0.025,0,-0.016,-0.016,-0.007,-1.529,0.028,2.928,0.071,-0.002,3.198,2,26.46,0.71,1,134.2,120,1,1,3,2,40.469795,-3.428948,1.337,134.4,1
615.34,134.4,40.470013,-3.428121,585.9,4,5,71,0.703,1,-0.044,-0.022,0.045,-0.061,-0.015,0.033,-1.535,0.036,2.932,0.03,0.037,3.441,2,26.19,0.7,1,134.4,120,1,1,3,2,40.469795,-3.428948,1.337,134.4,1
616.32,134.9,40.470123,-3.427705,585.8,3,5,70.3,0.703,1,0.009,0.008,0.034,-0.033,0.017,0.013,-1.554,0.031,2.93,0.121,0.016,3.365,2,24.89,0.66,2,134.9,120,1,1,3,2,40.470013,-3.42812,1.102,134.9,1
617.3,136.5,40.470234,-3.427282,583.6,4,5,70,1.055,1,-0.005,-0.08,-0.008,0.017,-0.055,0.001,-1.57,0.028,2.929,0.162,0,3.525,2,24.64,0.65,2,136.5,120,1,1,3,2,40.470234,-3.427281,0.818,138,1
618.4,138,40.470352,-3.426859,583.9,3,5,69.6,0.703,1,-0.081,-0.013,-0.053,-0.07,-0.017,-0.054,-1.557,0.049,2.932,0.232,0.012,3.622,1,25,0.65,2,138,120,1,1,3,2,40.470234,-3.427281,0.818,138,1
619.32,137.6,40.47047,-3.426438,583.2,3,5,68.9,1.055,1,-0.07,-0.01,-0.05,-0.05,-0.001,-0.061,-1.554,0.039,2.926,0.202,0.005,3.613,2,24.51,0.64,2,137.6,120,1,1,3,2,40.470352,-3.426858,1.191,137.6,1
620.31,136.8,40.470589,-3.426008,583.2,3,5,68.9,0.703,1,-0.017,-0.013,-0.022,-0.014,-0.019,-0.002,-1.546,0.03,2.923,0.263,-0.004,3.559,2,24.15,0.64,2,136.8,120,1,1,3,2,40.470352,-3.426858,1.191,137.6,1
621.37,136.4,40.470718,-3.425587,582.9,3,5,68.9,0,1,-0.134,0.005,-0.036,-0.041,0.009,-0.027,-1.545,0.027,2.919,0.212,-0.026,3.501,2,22.22,0.59,3,136.4,120,1,1,3,2,40.470589,-3.426007,1.755,135.5,1
622.35,135.5,40.47084,-3.425181,583.6,3,5,68.6,0.352,1,-0.084,0.004,-0.032,-0.048,-0.014,-0.036,-1.542,0.008,2.912,0.202,-0.077,3.47,2,21.59,0.57,3,135.5,120,1,1,3,2,40.470589,-3.426007,1.755,135.5,1
623.31,135.6,40.470974,-3.424768,583.4,3,5,68.6,0.352,1,-0.004,0.008,0,0.045,0.016,0.004,-1.542,0.008,2.9,0.364,-0.052,2.81,1,20.76,0.55,2,135.6,120,1,1,3,2,40.47084,-3.425181,1.774,134.5,1
624.38,134.5,40.4711,-3.424352,584.1,3,5,68.9,0.352,1,-0.059,0.003,0.005,-0.033,-0.012,0.014,-1.55,0,2.887,0.02,-0.05,3.37,2,19.91,0.53,2,134.5,120,1,1,3,2,40.47084,-3.425181,1.774,134.5,1
625.33,136.9,40.471226,-3.423934,583.7,3,5,69.6,1.055,1,-0.002,0.012,0.026,-0.001,0.013,0.021,-1.562,-0.011,2.875,-0.101,-0.024,3.425,2,19.19,0.5,2,136.9,120,1,1,3,2,40.4711,-3.424351,1.929,136.2,1
626.33,136.2,40.47134,-3.423519,585.9,3,5,69.3,0.352,1,0.109,-0.025,0.031,0.039,-0.027,0.019,-1.559,0.003,2.864,-0.101,-0.035,3.316,2,19.12,0.51,3,136.2,120,1,1,3,2,40.4711,-3.424351,1.929,136.2,1
627.33,136.5,40.471466,-3.423103,583.9,4,5,69.6,0.352,1,-0.026,-0.034,-0.017,0.018,-0.027,-0.014,-1.567,-0.005,2.855,0.061,0.02,3.428,1,19.82,0.52,2,136.5,120,1,1,3,2,40.47134,-3.423519,1.138,136.5,1
628.31,137.4,40.471581,-3.422673,584.3,3,5,70,0.703,1,-0.059,-0.005,0.005,-0.048,-0.02,0,-1.566,-0.005,2.851,0.04,0.026,3.483,1,20.4,0.53,2,137.4,120,1,1,3,2,40.47134,-3.423519,1.138,136.5,1
629.31,138.1,40.471699,-3.422248,585.7,3,5,70,0.352,1,-0.191,0.028,-0.002,-0.071,0.033,0.01,-1.586,-0.002,2.845,0,-0.043,3.512,2,20.45,0.53,2,138.1,120,1,1,3,2,40.471581,-3.422673,0.878,138.1,1
630.33,139.8,40.471817,-3.421818,587.4,3,5,70.3,0.352,1,0.181,-0.064,0.02,0.045,-0.046,0.01,-1.577,-0.007,2.836,-0.051,-0.01,3.417,2,20.82,0.54,2,139.8,120,1,1,3,2,40.471699,-3.422248,0.902,139.8,1
631.33,140.6,40.471931,-3.421394,585.4,3,5,70.7,0.703,1,-0.003,0.042,-0.005,0.056,0.023,-0.004,-1.593,-0.007,2.828,-0.182,-0.002,3.559,1,23.4,0.6,2,140.6,120,1,1,3,2,40.471817,-3.421818,0.75,140.6,1
632.33,142.1,40.472042,-3.420956,585.8,3,5,71,0.703,1,-0.193,0.001,-0.044,-0.133,0.013,-0.037,-1.592,-0.015,2.821,-0.283,-0.033,3.607,2,25.37,0.64,2,142.1,120,1,1,3,2,40.471931,-3.421394,0.907,142.1,1
633.33,142.1,40.47216,-3.420507,586.7,3,5,71.4,0.703,1,0.062,0.012,0.015,0.029,-0.002,0.01,-1.589,-0.009,2.814,0.152,0.109,2.489,1,26.02,0.66,1,142.1,120,1,1,3,2,40.472042,-3.420956,1.075,142.1,1
634.33,143.4,40.472275,-3.420062,586.9,3,5,71.7,0.703,1,-0.036,-0.034,-0.031,-0.019,-0.023,-0.042,-1.56,0.004,2.81,0.071,0.033,3.202,1,26.22,0.66,1,143.4,120,1,1,3,2,40.472042,-3.420956,1.075,142.1,1
635.33,142.2,40.472389,-3.41962,589.2,3,5,71.7,0.352,1,-0.008,-0.035,-0.021,-0.081,-0.029,-0.016,-1.533,0.004,2.811,0.182,-0.044,3.439,2,27.12,0.69,1,142.2,120,1,1,3,2,40.472275,-3.420061,1.028,142.2,1
636.35,141.5,40.472492,-3.419176,590.3,3,5,71.7,0,1,-0.032,-0.014,0.029,-0.017,-0.018,0.025,-1.526,0.015,2.811,0.273,-0.015,3.41,2,29.67,0.75,1,141.5,120,1,1,3,2,40.472492,-3.419176,0.885,141,1
637.38,141,40.472603,-3.418735,588,3,5,72.1,0.352,1,0.014,-0.009,-0.034,-0.021,-0.016,-0.034,-1.529,0.022,2.815,0.323,-0.046,3.395,1,31.84,0.81,1,141,120,1,1,3,2,40.472492,-3.419176,0.885,141,1
638.3,140.1,40.472713,-3.418293,588.9,4,5,71.7,0.352,1,-0.096,0.008,-0.033,-0.055,0.023,-0.024,-1.511,0.019,2.816,0.333,-0.042,3.445,1,32.56,0.84,2,140.1,120,1,1,3,2,40.472603,-3.418734,0.986,140.1,1
639.35,139.1,40.472816,-3.417867,589.3,4,5,72.1,0.352,1,0.068,0.015,0.052,0.031,0.015,0.034,-1.539,0.033,2.817,0.263,-0.036,3.495,2,35.8,0.93,2,139.1,120,1,1,3,2,40.472713,-3.418292,1.221,139.1,1
640.3,138.5,40.472923,-3.41744,587.4,3,5,71.7,0.352,1,0.007,0.037,0.023,0.002,0.017,0.033,-1.55,0.026,2.823,0.222,-0.018,3.366,2,35.77,0.93,2,138.5,120,1,1,3,2,40.472713,-3.418292,1.221,139.1,1
641.3,140.5,40.47303,-3.417007,587.8,3,5,71.7,0.352,1,-0.028,0.04,0.024,-0.038,0.026,0.014,-1.553,0.006,2.821,0.192,-0.058,3.397,1,42.72,1.09,2,140.5,120,1,1,3,2,40.472923,-3.41744,1.168,140.5,1
642.35,140.6,40.473145,-3.416581,587.4,3,5,71.4,0.352,1,0.032,-0.027,-0.013,0.014,-0.011,-0.011,-1.564,0.016,2.822,-0.01,-0.105,3.418,2,39.72,1.02,1,140.6,120,1,1,3,2,40.472923,-3.41744,1.168,140.5,1
643.3,141.3,40.473259,-3.416149,588.1,4,5,71.4,0.352,1,-0.024,0.039,0.009,-0.057,0.056,-0.006,-1.557,-0.002,2.816,-0.081,-0.075,3.493,2,36.03,0.92,1,141.3,120,1,1,3,2,40.473145,-3.41658,1.636,142.3,1
644.3,142.3,40.47337,-3.415701,588.6,3,5,71.7,0.352,1,0.021,0.003,-0.034,-0.016,-0.001,-0.039,-1.536,-0.01,2.81,-0.293,-0.044,3.465,1,33.14,0.84,1,142.3,120,1,1,3,2,40.473145,-3.41658,1.636,142.3,1
645.32,141.7,40.473484,-3.415257,590.2,3,5,72.4,1.055,1,-0.004,-0.104,-0.044,0.02,-0.075,-0.036,-1.515,-0.008,2.817,-0.182,0.027,3.626,2,31.16,0.79,1,141.7,120,1,1,3,2,40.47337,-3.4157,1.058,141.7,1
646.31,140.5,40.473591,-3.414823,586.9,3,5,71.7,0.703,1,0.072,-0.036,-0.183,0.081,-0.029,-0.194,-1.456,0.024,2.833,-0.01,0.043,3.716,2,28.53,0.73,2,140.5,120,1,1,3,2,40.47337,-3.4157,1.058,141.7,1
647.31,134.9,40.473694,-3.414376,587.4,4,5,70.7,1.758,1,0.054,-0.083,0.074,0.058,-0.071,0.036,-1.419,0.065,2.866,0.071,0.064,3.574,2,24.15,0.64,2,134.9,120,1,1,3,2,40.473591,-3.414823,1.617,129.9,1
648.31,129.9,40.473812,-3.41398,586.3,3,5,68.9,2.812,1,-0.095,0.018,0.08,-0.077,-0.002,0.087,-1.474,0.054,2.889,-0.071,-0.027,3.3,1,20.59,0.57,2,129.9,120,1,1,3,2,40.473591,-3.414823,1.617,129.9,1
649.31,129.2,40.47393,-3.413591,584.6,3,5,67.1,3.516,1,-0.113,0.005,0.03,-0.066,0.012,0.034,-1.54,0.035,2.903,-0.232,-0.01,3.407,1,17.62,0.49,1,129.2,120,1,1,3,2,40.473812,-3.41398,1.296,131.5,1
650.31,131.5,40.474064,-3.413197,584.6,3,5,66.8,2.109,1,-0.031,-0.003,0.015,-0.024,0.005,0.011,-1.583,0.054,2.924,-0.616,-0.064,3.57,2,-1,-1,1,131.5,120,1,1,3,2,40.473812,-3.41398,1.296,131.5,1
651.37,132.9,40.474197,-3.412804,585.3,3,5,65.7,1.406,1,-0.071,0.042,-0.015,-0.033,0.04,0.006,-1.587,0.038,2.937,-0.626,0.04,3.106,2,-1,-1,1,132.9,120,1,1,3,2,40.474064,-3.413196,2.023,134.8,1
652.31,134.8,40.474339,-3.412405,586,3,5,64.3,2.461,1,-0.02,0.037,-0.014,-0.027,0.038,-0.023,-1.589,0.017,2.936,-0.838,-0.014,3.711,1,-1,-1,0,134.8,120,1,1,3,2,40.474064,-3.413196,2.023,134.8,1
653.36,136.7,40.474487,-3.412004,585,3,5,64.3,1.406,1,0.005,-0.032,-0.008,0.015,-0.035,-0.001,-1.59,0.022,2.944,-0.525,0.148,3.474,1,-1,-1,0,136.7,120,1,1,3,2,40.474064,-3.413196,2.023,134.8,1
654.37,137.1,40.47464,-3.411605,585.5,3,5,63.3,1.055,1,0.105,-0.01,0.025,0.078,-0.022,0.024,-1.578,0.051,2.954,-0.152,0.059,3.453,2,-1,-1,0,137.1,120,1,1,3,2,40.474487,-3.412003,1.377,140,1
655.32,140,40.4748,-3.411199,587.5,3,5,62.2,2.109,1,-0.074,-0.006,-0.022,-0.014,0.005,-0.004,-1.578,0.083,2.972,0.071,0.065,3.431,2,-1,-1,0,140,120,1,1,3,2,40.474487,-3.412003,1.377,140,1
656.38,141.6,40.474964,-3.410791,585.2,3,5,60.8,2.461,1,0.075,0.056,-0.013,0.005,0.05,-0.008,-1.575,0.071,2.983,0.101,-0.024,3.385,2,-1,-1,1,141.6,120,1,1,3,2,40.4748,-3.411198,1.156,141.6,1
657.32,143.8,40.47514,-3.410379,585.9,3,5,59.1,3.164,1,0.012,0.001,-0.005,-0.002,-0.021,0,-1.574,0.072,2.994,0.101,-0.037,3.358,2,-1,-1,1,143.8,120,1,1,3,2,40.4748,-3.411198,1.156,141.6,1
658.32,143.7,40.475327,-3.409979,585.9,3,5,58,2.812,1,-0.096,0.018,0.006,-0.036,0.025,0,-1.557,0.068,2.999,-0.091,-0.009,3.43,2,-1,-1,1,143.7,120,1,1,3,2,40.47514,-3.410379,1.266,144.7,1
659.36,144.7,40.475517,-3.409588,586.8,3,5,57,2.109,1,0.03,0.006,-0.028,0.004,0.005,-0.012,-1.556,0.059,3.006,-0.131,-0.042,3.562,2,-1,-1,1,144.7,120,1,1,3,2,40.47514,-3.410379,1.266,144.7,1
660.31,145,40.475716,-3.409191,585.5,3,5,55.9,2.109,1,-0.055,-0.026,0.01,-0.048,-0.007,-0.011,-1.528,0.058,3.007,-0.232,0.063,3.263,1,-1,-1,0,145,120,1,1,3,2,40.475517,-3.409587,0.986,145,1
661.31,144,40.475918,-3.408801,584.8,3,5,54.8,2.109,1,0.037,0.01,0.022,0.008,0.031,0.02,-1.538,0.069,3.017,-0.424,-0.049,3.516,2,-1,-1,0,144,120,1,1,3,2,40.475716,-3.409191,1.138,144,1
662.32,144,40.476131,-3.408422,585.4,3,5,53.4,2.461,1,-0.053,0.04,-0.019,-0.013,0.022,-0.025,-1.521,0.059,3.022,-0.596,0.005,3.519,1,136.91,3.42,1,144,120,1,1,3,2,40.475716,-3.409191,1.138,144,1
663.31,143.5,40.476353,-3.40805,582.9,3,5,52.4,2.461,1,-0.002,-0.044,0.03,-0.04,-0.024,0.007,-1.511,0.05,3.022,-0.667,0.056,3.617,2,-1,-1,1,143.5,120,1,1,3,2,40.476131,-3.408421,1.362,141.9,1
664.37,141.9,40.476574,-3.407689,582.9,3,5,51.7,1.758,1,-0.039,-0.054,0.03,-0.033,-0.018,0.047,-1.54,0.06,3.024,-0.697,0.055,3.636,2,-1,-1,1,141.9,120,1,1,3,2,40.476131,-3.408421,1.362,141.9,1
665.32,142.6,40.476791,-3.407314,583.1,3,5,50.6,1.758,1,-0.018,0.003,0.023,-0.027,0.002,0.011,-1.557,0.054,3.026,-0.606,0.125,3.502,2,-1,-1,1,142.6,120,1,1,3,2,40.476574,-3.407689,1.436,143.7,1
666.32,143.7,40.477024,-3.406961,584.3,3,5,49.2,2.461,1,-0.01,-0.006,-0.011,-0.008,0.006,0.005,-1.551,0.063,3.03,-0.535,0.01,3.45,2,82.08,2.06,1,143.7,120,1,1,3,2,40.476574,-3.407689,1.436,143.7,1
667.34,144.5,40.477264,-3.40661,584.2,3,5,48.5,2.109,1,-0.053,-0.024,-0.035,-0.032,-0.019,-0.023,-1.539,0.065,3.032,-0.384,0.035,3.435,2,-1,-1,1,144.5,120,1,1,3,2,40.477024,-3.406961,1.186,144.5,1
668.4,144.1,40.477505,-3.40627,583.9,3,5,47.5,1.758,1,0.064,-0.007,0.053,0.04,-0.021,0.031,-1.543,0.07,3.037,-0.242,0.072,3.506,1,-1,-1,1,144.1,120,1,1,3,2,40.477505,-3.406269,0.846,143.7,1
669.31,143.7,40.477753,-3.405924,584.8,3,5,45.7,2.812,1,-0.058,-0.03,-0.003,-0.027,-0.006,0.008,-1.558,0.063,3.038,-0.141,0.111,3.396,2,-1,-1,0,143.7,120,1,1,3,2,40.477505,-3.406269,0.846,143.7,1
670.32,144.8,40.478024,-3.405587,586.6,4,5,44.6,2.812,1,0.049,-0.032,0.022,-0.015,-0.047,0.021,-1.56,0.068,3.04,-0.141,0.034,3.385,2,-1,-1,0,144.8,120,1,1,3,2,40.477753,-3.405924,0.837,144.8,1
671.32,144.4,40.478279,-3.405253,585,4,5,43.9,1.758,1,-0.028,0.03,-0.049,-0.054,0.029,-0.042,-1.536,0.054,3.042,-0.051,0.027,3.48,1,-1,-1,0,144.4,120,1,1,3,2,40.478024,-3.405587,0.764,144.4,1
672.32,144.6,40.478546,-3.404935,587.1,4,5,42.5,2.109,1,0.014,-0.01,-0.018,-0.016,-0.016,-0.021,-1.53,0.056,3.042,-0.212,-0.015,3.655,2,-1,-1,0,144.6,120,1,1,3,2,40.478279,-3.405252,0.992,144.6,1
673.32,143.1,40.478821,-3.404614,585.5,4,5,41.5,2.461,1,-0.008,-0.032,-0.02,-0.014,-0.027,-0.016,-1.519,0.055,3.045,-0.121,-0.011,3.575,2,-1,-1,0,143.1,120,1,1,3,2,40.478546,-3.404935,0.734,143.1,1
674.32,141.4,40.479092,-3.404314,585.8,4,5,40.1,2.461,1,0.03,-0.003,0.045,0.051,-0.007,0.028,-1.533,0.062,3.049,-0.131,0.002,3.477,2,-1,-1,0,141.4,120,1,1,3,2,40.478821,-3.404614,0.831,141.4,1
675.31,140.7,40.479359,-3.404022,586.2,4,5,38.7,2.812,1,0.078,0.027,0.055,0.016,0.012,0.024,-1.559,0.054,3.048,-0.253,-0.03,3.412,1,-1,-1,0,140.7,120,1,1,3,2,40.479092,-3.404314,0.858,140.7,1
676.32,141.2,40.479641,-3.403746,586.8,4,5,37.6,2.461,1,0.027,-0.005,0.023,0.06,0.002,0.005,-1.56,0.039,3.042,-0.202,-0.018,3.473,2,-1,-1,1,141.2,120,1,1,3,2,40.479359,-3.404022,1.093,141.2,1
677.31,141.7,40.479923,-3.403469,587.9,4,5,36.9,1.758,1,0.012,0.052,-0.002,0.009,0.047,0.003,-1.585,0.039,3.032,-0.141,0.014,3.419,2,-1,-1,1,141.7,120,1,1,3,2,40.479359,-3.404022,1.093,141.2,1
678.32,142.6,40.480209,-3.403187,587.9,4,5,36.6,1.055,1,-0.019,0.029,-0.022,-0.012,0.038,-0.014,-1.577,0.018,3.008,-0.111,-0.002,3.443,1,-1,-1,0,142.6,120,1,1,3,2,40.479923,-3.403469,1.543,143.3,1
679.31,143.3,40.480488,-3.402906,587.3,4,5,36.9,0.352,1,-0.04,-0.034,-0.008,0.002,-0.017,-0.005,-1.573,0.022,2.994,0.02,0.035,3.456,2,-1,-1,0,143.3,120,1,1,3,2,40.479923,-3.403469,1.543,143.3,1
680.35,143.9,40.480766,-3.402628,588.1,4,5,36.9,0.352,1,-0.136,0.026,-0.006,-0.096,0.016,-0.009,-1.571,0.018,2.976,0.02,0.033,3.469,2,-1,-1,0,143.9,120,1,1,3,2,40.480488,-3.402906,1.591,144.3,1
681.34,144.3,40.481052,-3.402331,589.8,4,5,37.3,0.352,1,-0.014,-0.016,0.023,-0.006,-0.025,0.009,-1.567,0.02,2.964,0.061,0.04,3.525,1,-1,-1,1,144.3,120,1,1,3,2,40.480488,-3.402906,1.591,144.3,1
